serverReceivedAt	sessionKey	participantIndex	sessionId	mode	status	startedAt	completedAt	terminatedReason	lastAutosaveAt	autosaveSeq	language	platform	timezoneOffsetMinutes	screen_w	screen_h	flow_order	flow_source	ipip_seed	ipip_seedSalt	ipip_randomized	math_n_checks	math_first_try_correct	math_first_try_rt_mean_ms	svo_primary_angle_deg	svo_primary_category	svo_qc_written_mismatch	demo_q01_response	demo_q01_extra	demo_q02_response	demo_q02_extra	demo_q03_response	demo_q03_extra	demo_q04_response	demo_q04_extra	demo_q05_response	demo_q05_extra	demo_q06_response	demo_q06_extra	demo_q07_response	demo_q07_extra	demo_q08_response	demo_q08_extra	demo_q09_response	demo_q09_extra	demo_q10_response	demo_q10_extra	demo_q11_response	demo_q11_extra	demo_q12_response	demo_q12_extra	demo_q13_response	demo_q13_extra	demo_q14_response	demo_q14_extra	demo_q15_response	demo_q15_extra	demo_q16_response	demo_q16_extra	demo_q17_response	demo_q17_extra	demo_q18_response	demo_q18_extra
2026-02-04T04:48:39Z	8e8a8d6d-f224-2095-83d4-53412e0be0e6__trial	2	8e8a8d6d-f224-2095-83d4-53412e0be0e6	trial	in_progress	2026-01-30T07:10:26.237Z			2026-02-04T04:48:37.932Z	3	en-GB	MacIntel	-540			mfq30,hexaco100,svo,ipip120,d70	default	1937105129		true	5	0				0																																				
